OrderID,OrderDate,CustomerName,State,City,Category,Sub-Category,PaymentMode,Quantity,Amount,Profit
ORD00891,2024-02-07 02:00:00,Madhav,Karnataka,Bhopal,Home Decor,Watch,Wallet,1,10694,1319
ORD00892,2024-02-07 03:00:00,Shiva,Telangana,Bengaluru,Electronics,Shirts,UPI,1,16166,2250
ORD00893,2024-02-07 04:00:00,Harivansh,Karnataka,Ahmedabad,Home Decor,Cushion,Wallet,1,2498,-521
ORD00894,2024-02-07 05:00:00,Kiran,Gujarat,Bengaluru,Accessories,Sofa,UPI,4,9707,4052
ORD00895,2024-02-07 06:00:00,Sneha,Maharashtra,Nagpur,Electronics,Cushion,Debit Card,2,9372,3254
ORD00896,2024-02-07 07:00:00,Harivansh,Gujarat,Jaipur,Accessories,Saree,Credit Card,5,17438,-246
ORD00897,2024-02-07 08:00:00,Sneha,Maharashtra,Surat,Home Decor,Watch,Wallet,5,5517,2999
ORD00898,2024-02-07 09:00:00,Rohit,Madhya Pradesh,Hyderabad,Electronics,Saree,Wallet,3,9192,836
ORD00899,2024-02-07 10:00:00,Aarav,Maharashtra,Ahmedabad,Home Decor,Bookcases,Credit Card,5,10711,-797
ORD00900,2024-02-07 11:00:00,Priya,Madhya Pradesh,Jodhpur,Clothing,Cushion,EMI,2,670,1842
ORD00901,2024-02-07 12:00:00,Madan Mohan,Madhya Pradesh,Chennai,Furniture,Saree,UPI,5,2032,2349
ORD00902,2024-02-07 13:00:00,Harivansh,Maharashtra,Nagpur,Electronics,Saree,UPI,4,15814,2214
ORD00903,2024-02-07 14:00:00,Kiran,Telangana,Mumbai,Furniture,Laptop,Debit Card,5,5559,2591
ORD00904,2024-02-07 15:00:00,Madhav,Rajasthan,Indore,Clothing,Shirts,EMI,1,14416,3607
ORD00905,2024-02-07 16:00:00,Kiran,Maharashtra,Jaipur,Electronics,Laptop,EMI,1,17485,3211
ORD00906,2024-02-07 17:00:00,Rohit,Karnataka,Nagpur,Furniture,Bookcases,Debit Card,1,9481,-609
ORD00907,2024-02-07 18:00:00,Sneha,Telangana,Mumbai,Furniture,Earphones,Wallet,1,715,2414
ORD00908,2024-02-07 19:00:00,Madhav,Telangana,Jaipur,Electronics,Earphones,Credit Card,4,3637,2444
ORD00909,2024-02-07 20:00:00,Madan Mohan,Karnataka,Mumbai,Furniture,Laptop,Wallet,4,8327,1773
ORD00910,2024-02-07 21:00:00,Madan Mohan,Rajasthan,Ahmedabad,Furniture,Mobiles,COD,4,5357,1416
ORD00911,2024-02-07 22:00:00,Harivansh,Telangana,Hyderabad,Electronics,Cushion,Debit Card,5,7267,238
ORD00912,2024-02-07 23:00:00,Rohit,Madhya Pradesh,Chennai,Furniture,Laptop,Credit Card,1,1920,4630
ORD00913,2024-02-08 00:00:00,Aarav,Rajasthan,Mumbai,Furniture,Accessories,Wallet,3,8293,1948
ORD00914,2024-02-08 01:00:00,Rohit,Tamil Nadu,Jaipur,Accessories,Accessories,Wallet,3,19476,-260
ORD00915,2024-02-08 02:00:00,Sneha,Karnataka,Mumbai,Accessories,Sofa,EMI,1,7686,2883
ORD00916,2024-02-08 03:00:00,Kiran,Rajasthan,Chennai,Clothing,Bookcases,Debit Card,2,5193,3132
ORD00917,2024-02-08 04:00:00,Madan Mohan,Maharashtra,Jodhpur,Accessories,Bookcases,COD,5,5156,4081
ORD00918,2024-02-08 05:00:00,Kiran,Rajasthan,Nagpur,Accessories,Laptop,UPI,3,3955,1843
ORD00919,2024-02-08 06:00:00,Kiran,Madhya Pradesh,Jaipur,Clothing,Watch,Debit Card,4,16560,535
ORD00920,2024-02-08 07:00:00,Kiran,Maharashtra,Jodhpur,Furniture,Saree,COD,2,16763,-632
ORD00921,2024-02-08 08:00:00,Madan Mohan,Gujarat,Mumbai,Furniture,Shirts,COD,4,12724,1271
ORD00922,2024-02-08 09:00:00,Vikram,Karnataka,Mumbai,Accessories,Saree,Debit Card,2,4608,957
ORD00923,2024-02-08 10:00:00,Shiva,Karnataka,Bhopal,Clothing,Saree,Credit Card,2,18546,3909
ORD00924,2024-02-08 11:00:00,Sneha,Rajasthan,Jaipur,Furniture,Bookcases,Debit Card,5,918,4832
ORD00925,2024-02-08 12:00:00,Vikram,Telangana,Ahmedabad,Home Decor,Bookcases,Wallet,4,17643,4219
ORD00926,2024-02-08 13:00:00,Sneha,Maharashtra,Mumbai,Electronics,Accessories,EMI,4,11770,98
ORD00927,2024-02-08 14:00:00,Madhav,Gujarat,Indore,Electronics,Bookcases,Wallet,3,15792,1771
ORD00928,2024-02-08 15:00:00,Rohit,Maharashtra,Bengaluru,Electronics,Laptop,COD,1,8414,391
ORD00929,2024-02-08 16:00:00,Rohit,Karnataka,Surat,Accessories,Accessories,COD,1,12488,647
ORD00930,2024-02-08 17:00:00,Priya,Maharashtra,Bengaluru,Electronics,Cushion,UPI,3,10969,1031
ORD00931,2024-02-08 18:00:00,Rohit,Gujarat,Ahmedabad,Electronics,Saree,COD,2,11743,678
ORD00932,2024-02-08 19:00:00,Madan Mohan,Telangana,Nagpur,Home Decor,Cushion,UPI,3,18852,1146
ORD00933,2024-02-08 20:00:00,Aarav,Rajasthan,Hyderabad,Furniture,Saree,COD,3,19929,1824
ORD00934,2024-02-08 21:00:00,Harivansh,Madhya Pradesh,Pune,Home Decor,Saree,COD,4,7535,2296
ORD00935,2024-02-08 22:00:00,Priya,Maharashtra,Indore,Accessories,Sofa,Debit Card,3,10214,3170
ORD00936,2024-02-08 23:00:00,Harivansh,Madhya Pradesh,Pune,Electronics,Saree,Debit Card,2,17845,4909
ORD00937,2024-02-09 00:00:00,Sneha,Karnataka,Mumbai,Furniture,Watch,EMI,1,10381,2781
ORD00938,2024-02-09 01:00:00,Harivansh,Rajasthan,Chennai,Electronics,Cushion,Wallet,5,18724,1231
ORD00939,2024-02-09 02:00:00,Harivansh,Tamil Nadu,Nagpur,Electronics,Saree,Credit Card,3,15967,2364
ORD00940,2024-02-09 03:00:00,Priya,Rajasthan,Jodhpur,Accessories,Mobiles,EMI,3,11893,2128
ORD00941,2024-02-09 04:00:00,Madhav,Maharashtra,Mumbai,Electronics,Mobiles,COD,4,8460,272
ORD00942,2024-02-09 05:00:00,Kiran,Telangana,Pune,Clothing,Mobiles,EMI,4,9591,979
ORD00943,2024-02-09 06:00:00,Rohit,Rajasthan,Mumbai,Furniture,Laptop,Debit Card,3,12510,2697
ORD00944,2024-02-09 07:00:00,Rohit,Maharashtra,Surat,Furniture,Accessories,Wallet,3,4432,1187
ORD00945,2024-02-09 08:00:00,Madan Mohan,Maharashtra,Bhopal,Clothing,Cushion,COD,2,1144,1406
ORD00946,2024-02-09 09:00:00,Priya,Madhya Pradesh,Surat,Accessories,Saree,COD,1,1943,576
ORD00947,2024-02-09 10:00:00,Madan Mohan,Rajasthan,Nagpur,Electronics,Earphones,EMI,1,1563,2479
ORD00948,2024-02-09 11:00:00,Aarav,Maharashtra,Chennai,Electronics,Accessories,Wallet,5,3234,2545
ORD00949,2024-02-09 12:00:00,Aarav,Madhya Pradesh,Jodhpur,Furniture,Earphones,UPI,1,7474,469
ORD00950,2024-02-09 13:00:00,Madan Mohan,Gujarat,Surat,Accessories,Shirts,Credit Card,5,515,-21
ORD00951,2024-02-09 14:00:00,Priya,Tamil Nadu,Jaipur,Accessories,Watch,Wallet,4,5076,255
ORD00952,2024-02-09 15:00:00,Madan Mohan,Madhya Pradesh,Jodhpur,Accessories,Shirts,EMI,5,19024,2688
ORD00953,2024-02-09 16:00:00,Rohit,Madhya Pradesh,Chennai,Electronics,Bookcases,EMI,5,14400,641
ORD00954,2024-02-09 17:00:00,Vikram,Maharashtra,Pune,Accessories,Accessories,Credit Card,1,9999,-701
ORD00955,2024-02-09 18:00:00,Shiva,Karnataka,Surat,Clothing,Earphones,COD,3,18774,3521
ORD00956,2024-02-09 19:00:00,Harivansh,Karnataka,Bhopal,Home Decor,Sofa,COD,4,1416,2042
ORD00957,2024-02-09 20:00:00,Shiva,Telangana,Jodhpur,Accessories,Saree,UPI,2,8050,-600
ORD00958,2024-02-09 21:00:00,Priya,Karnataka,Mumbai,Home Decor,Laptop,EMI,5,13880,4497
ORD00959,2024-02-09 22:00:00,Shiva,Madhya Pradesh,Bhopal,Electronics,Cushion,Credit Card,5,14232,280
ORD00960,2024-02-09 23:00:00,Aarav,Telangana,Mumbai,Accessories,Saree,EMI,5,11232,3836
ORD00961,2024-02-10 00:00:00,Sneha,Maharashtra,Chennai,Furniture,Cushion,Debit Card,3,13546,-139
ORD00962,2024-02-10 01:00:00,Harivansh,Rajasthan,Surat,Electronics,Sofa,EMI,2,18845,3589
ORD00963,2024-02-10 02:00:00,Kiran,Tamil Nadu,Indore,Clothing,Saree,EMI,1,19940,4301
ORD00964,2024-02-10 03:00:00,Priya,Tamil Nadu,Indore,Clothing,Watch,Debit Card,4,9640,1573
ORD00965,2024-02-10 04:00:00,Harivansh,Madhya Pradesh,Pune,Home Decor,Bookcases,Debit Card,3,19860,1784
ORD00966,2024-02-10 05:00:00,Shiva,Madhya Pradesh,Bhopal,Home Decor,Mobiles,Credit Card,2,6680,3185
ORD00967,2024-02-10 06:00:00,Aarav,Telangana,Mumbai,Furniture,Sofa,COD,4,15288,3159
ORD00968,2024-02-10 07:00:00,Madhav,Maharashtra,Ahmedabad,Furniture,Bookcases,UPI,1,16133,111
ORD00969,2024-02-10 08:00:00,Vikram,Gujarat,Bhopal,Clothing,Saree,Debit Card,4,9632,56
ORD00970,2024-02-10 09:00:00,Kiran,Madhya Pradesh,Jaipur,Accessories,Earphones,COD,5,19617,95
ORD00971,2024-02-10 10:00:00,Vikram,Gujarat,Pune,Clothing,Bookcases,Credit Card,5,5955,4675
ORD00972,2024-02-10 11:00:00,Harivansh,Gujarat,Bengaluru,Clothing,Laptop,Wallet,3,2748,1300
ORD00973,2024-02-10 12:00:00,Aarav,Karnataka,Bengaluru,Furniture,Bookcases,EMI,4,14485,2991
ORD00974,2024-02-10 13:00:00,Aarav,Maharashtra,Mumbai,Home Decor,Shirts,Credit Card,5,17511,-487
ORD00975,2024-02-10 14:00:00,Shiva,Tamil Nadu,Indore,Furniture,Watch,Credit Card,3,1503,3231
ORD00976,2024-02-10 15:00:00,Rohit,Tamil Nadu,Jodhpur,Furniture,Sofa,Debit Card,3,6919,1676
ORD00977,2024-02-10 16:00:00,Shiva,Gujarat,Jaipur,Furniture,Mobiles,UPI,3,7098,-880
ORD00978,2024-02-10 17:00:00,Rohit,Tamil Nadu,Bengaluru,Clothing,Saree,Debit Card,1,17528,501
ORD00979,2024-02-10 18:00:00,Rohit,Maharashtra,Mumbai,Accessories,Sofa,EMI,5,3271,1847
ORD00980,2024-02-10 19:00:00,Kiran,Karnataka,Mumbai,Clothing,Accessories,Debit Card,5,1568,3919
ORD00981,2024-02-10 20:00:00,Shiva,Maharashtra,Surat,Electronics,Sofa,EMI,2,16252,117
ORD00982,2024-02-10 21:00:00,Madhav,Madhya Pradesh,Indore,Furniture,Laptop,Debit Card,1,5044,-496
ORD00983,2024-02-10 22:00:00,Madan Mohan,Gujarat,Bhopal,Furniture,Sofa,Wallet,5,8035,1991
ORD00984,2024-02-10 23:00:00,Madan Mohan,Maharashtra,Jodhpur,Electronics,Accessories,UPI,5,14848,623
ORD00985,2024-02-11 00:00:00,Shiva,Tamil Nadu,Surat,Furniture,Bookcases,Wallet,2,10121,1238
ORD00986,2024-02-11 01:00:00,Shiva,Rajasthan,Bengaluru,Furniture,Shirts,COD,4,3830,4839
ORD00987,2024-02-11 02:00:00,Vikram,Maharashtra,Jodhpur,Furniture,Bookcases,UPI,4,5385,1433
ORD00988,2024-02-11 03:00:00,Kiran,Gujarat,Pune,Electronics,Bookcases,Debit Card,1,9295,-198
ORD00989,2024-02-11 04:00:00,Shiva,Karnataka,Indore,Clothing,Accessories,Credit Card,3,2564,3373
ORD00990,2024-02-11 05:00:00,Vikram,Tamil Nadu,Bengaluru,Furniture,Cushion,COD,2,319,471
ORD00991,2024-02-11 06:00:00,Rohit,Karnataka,Chennai,Accessories,Mobiles,Credit Card,2,18465,-174
ORD00992,2024-02-11 07:00:00,Aarav,Gujarat,Mumbai,Electronics,Accessories,Wallet,5,13262,4040
ORD00993,2024-02-11 08:00:00,Aarav,Tamil Nadu,Bengaluru,Home Decor,Bookcases,UPI,5,7596,428
ORD00994,2024-02-11 09:00:00,Rohit,Madhya Pradesh,Ahmedabad,Electronics,Sofa,COD,2,16633,1443
ORD00995,2024-02-11 10:00:00,Priya,Tamil Nadu,Nagpur,Clothing,Mobiles,Wallet,3,9048,3874
ORD00996,2024-02-11 11:00:00,Vikram,Madhya Pradesh,Chennai,Electronics,Saree,Debit Card,4,18928,3306
ORD00997,2024-02-11 12:00:00,Vikram,Karnataka,Nagpur,Home Decor,Earphones,Credit Card,1,19667,3985
ORD00998,2024-02-11 13:00:00,Rohit,Karnataka,Bengaluru,Accessories,Saree,Debit Card,4,12055,2781
ORD00999,2024-02-11 14:00:00,Madhav,Gujarat,Ahmedabad,Home Decor,Laptop,EMI,1,3025,1025
ORD01000,2024-02-11 15:00:00,Sneha,Madhya Pradesh,Bengaluru,Electronics,Bookcases,COD,3,13325,1317
ORD01001,2024-02-11 16:00:00,Harivansh,Karnataka,Nagpur,Home Decor,Sofa,Credit Card,2,5187,6
ORD01002,2024-02-11 17:00:00,Rohit,Madhya Pradesh,Surat,Electronics,Cushion,UPI,3,13958,637
ORD01003,2024-02-11 18:00:00,Shiva,Karnataka,Pune,Accessories,Shirts,UPI,2,16880,-156
ORD01004,2024-02-11 19:00:00,Shiva,Tamil Nadu,Nagpur,Accessories,Shirts,UPI,5,5526,4111
ORD01005,2024-02-11 20:00:00,Kiran,Maharashtra,Pune,Clothing,Mobiles,Wallet,1,3128,3493
ORD01006,2024-02-11 21:00:00,Rohit,Rajasthan,Mumbai,Accessories,Cushion,UPI,5,13331,2287
ORD01007,2024-02-11 22:00:00,Kiran,Tamil Nadu,Pune,Furniture,Earphones,Credit Card,2,4288,2503
ORD01008,2024-02-11 23:00:00,Rohit,Telangana,Surat,Home Decor,Saree,Wallet,1,19153,4440
ORD01009,2024-02-12 00:00:00,Vikram,Maharashtra,Ahmedabad,Home Decor,Earphones,EMI,1,18314,1861
ORD01010,2024-02-12 01:00:00,Harivansh,Telangana,Pune,Electronics,Watch,UPI,5,14539,-362
ORD01011,2024-02-12 02:00:00,Vikram,Karnataka,Jodhpur,Accessories,Saree,UPI,1,3578,-508
ORD01012,2024-02-12 03:00:00,Sneha,Rajasthan,Bhopal,Clothing,Saree,Wallet,2,18722,1998
ORD01013,2024-02-12 04:00:00,Aarav,Rajasthan,Nagpur,Clothing,Saree,UPI,2,6770,4725
ORD01014,2024-02-12 05:00:00,Madan Mohan,Karnataka,Ahmedabad,Clothing,Sofa,EMI,5,13066,2657
ORD01015,2024-02-12 06:00:00,Rohit,Karnataka,Jaipur,Furniture,Accessories,Wallet,3,5061,1175
ORD01016,2024-02-12 07:00:00,Sneha,Madhya Pradesh,Hyderabad,Accessories,Sofa,Wallet,2,1687,4595
ORD01017,2024-02-12 08:00:00,Aarav,Karnataka,Mumbai,Clothing,Shirts,COD,2,17325,485
ORD01018,2024-02-12 09:00:00,Priya,Gujarat,Bhopal,Furniture,Sofa,Wallet,1,15446,3543
ORD01019,2024-02-12 10:00:00,Harivansh,Karnataka,Jodhpur,Home Decor,Earphones,UPI,1,7510,4221
ORD01020,2024-02-12 11:00:00,Kiran,Gujarat,Indore,Electronics,Sofa,Wallet,2,874,-442
ORD01021,2024-02-12 12:00:00,Kiran,Karnataka,Surat,Accessories,Accessories,UPI,5,10213,2748
ORD01022,2024-02-12 13:00:00,Vikram,Madhya Pradesh,Bengaluru,Accessories,Mobiles,UPI,3,9510,-31
ORD01023,2024-02-12 14:00:00,Shiva,Gujarat,Bhopal,Home Decor,Cushion,Wallet,1,8096,4032
ORD01024,2024-02-12 15:00:00,Aarav,Maharashtra,Ahmedabad,Accessories,Mobiles,COD,1,11912,3009
ORD01025,2024-02-12 16:00:00,Priya,Gujarat,Ahmedabad,Accessories,Watch,UPI,3,1756,4323
ORD01026,2024-02-12 17:00:00,Sneha,Tamil Nadu,Ahmedabad,Accessories,Shirts,COD,1,1895,-915
ORD01027,2024-02-12 18:00:00,Harivansh,Madhya Pradesh,Mumbai,Accessories,Watch,COD,5,8286,4443
ORD01028,2024-02-12 19:00:00,Aarav,Telangana,Pune,Furniture,Watch,Wallet,1,13446,3972
ORD01029,2024-02-12 20:00:00,Priya,Gujarat,Nagpur,Furniture,Cushion,Debit Card,1,18813,2128
ORD01030,2024-02-12 21:00:00,Madan Mohan,Tamil Nadu,Indore,Electronics,Cushion,Debit Card,2,10342,3301
ORD01031,2024-02-12 22:00:00,Rohit,Tamil Nadu,Bengaluru,Accessories,Accessories,UPI,5,1131,4548
ORD01032,2024-02-12 23:00:00,Kiran,Tamil Nadu,Ahmedabad,Home Decor,Accessories,Credit Card,5,11273,1195
ORD01033,2024-02-13 00:00:00,Sneha,Karnataka,Bengaluru,Clothing,Mobiles,Debit Card,2,18801,3886
ORD01034,2024-02-13 01:00:00,Kiran,Tamil Nadu,Jaipur,Electronics,Accessories,Wallet,4,18690,3053
ORD01035,2024-02-13 02:00:00,Sneha,Karnataka,Mumbai,Clothing,Accessories,Wallet,3,11063,4409
ORD01036,2024-02-13 03:00:00,Vikram,Telangana,Chennai,Clothing,Laptop,Debit Card,5,8788,-54
ORD01037,2024-02-13 04:00:00,Shiva,Madhya Pradesh,Ahmedabad,Accessories,Bookcases,Credit Card,4,7060,2208
ORD01038,2024-02-13 05:00:00,Sneha,Rajasthan,Jaipur,Home Decor,Mobiles,EMI,3,9210,993
ORD01039,2024-02-13 06:00:00,Kiran,Karnataka,Indore,Clothing,Cushion,UPI,5,5994,2440
ORD01040,2024-02-13 07:00:00,Vikram,Tamil Nadu,Indore,Clothing,Mobiles,EMI,1,19763,545
ORD01041,2024-02-13 08:00:00,Sneha,Tamil Nadu,Nagpur,Electronics,Cushion,EMI,5,310,3652
ORD01042,2024-02-13 09:00:00,Madan Mohan,Maharashtra,Jodhpur,Home Decor,Sofa,COD,3,5180,2507
ORD01043,2024-02-13 10:00:00,Shiva,Tamil Nadu,Nagpur,Home Decor,Bookcases,COD,4,17094,-971
ORD01044,2024-02-13 11:00:00,Sneha,Madhya Pradesh,Pune,Clothing,Laptop,UPI,1,11146,471
ORD01045,2024-02-13 12:00:00,Vikram,Gujarat,Bengaluru,Home Decor,Laptop,Credit Card,3,14790,409
ORD01046,2024-02-13 13:00:00,Aarav,Gujarat,Surat,Electronics,Earphones,COD,3,13817,2760
ORD01047,2024-02-13 14:00:00,Madhav,Tamil Nadu,Indore,Electronics,Shirts,Debit Card,5,17282,2679
ORD01048,2024-02-13 15:00:00,Priya,Maharashtra,Surat,Electronics,Cushion,UPI,2,17507,-472
ORD01049,2024-02-13 16:00:00,Madhav,Karnataka,Mumbai,Accessories,Shirts,Wallet,2,10889,4147
ORD01050,2024-02-13 17:00:00,Madhav,Madhya Pradesh,Bhopal,Clothing,Sofa,EMI,1,5517,-875
ORD01051,2024-02-13 18:00:00,Harivansh,Maharashtra,Ahmedabad,Home Decor,Laptop,UPI,3,7386,3908
ORD01052,2024-02-13 19:00:00,Madan Mohan,Karnataka,Mumbai,Electronics,Sofa,Wallet,4,12606,2856
ORD01053,2024-02-13 20:00:00,Aarav,Madhya Pradesh,Hyderabad,Clothing,Watch,Wallet,1,612,2258
ORD01054,2024-02-13 21:00:00,Rohit,Tamil Nadu,Indore,Clothing,Bookcases,COD,1,11466,-347
ORD01055,2024-02-13 22:00:00,Sneha,Gujarat,Jaipur,Accessories,Earphones,Wallet,5,6971,3233
ORD01056,2024-02-13 23:00:00,Priya,Madhya Pradesh,Bengaluru,Home Decor,Sofa,Credit Card,4,12230,4456
ORD01057,2024-02-14 00:00:00,Shiva,Tamil Nadu,Surat,Home Decor,Earphones,Wallet,3,2792,-260
ORD01058,2024-02-14 01:00:00,Aarav,Telangana,Nagpur,Electronics,Bookcases,Wallet,3,10437,1261
ORD01059,2024-02-14 02:00:00,Kiran,Rajasthan,Bhopal,Electronics,Mobiles,EMI,3,16914,-710
ORD01060,2024-02-14 03:00:00,Rohit,Madhya Pradesh,Jodhpur,Clothing,Sofa,Credit Card,1,11164,1991
ORD01061,2024-02-14 04:00:00,Harivansh,Rajasthan,Mumbai,Home Decor,Accessories,UPI,5,15646,2641
ORD01062,2024-02-14 05:00:00,Harivansh,Madhya Pradesh,Jodhpur,Home Decor,Saree,Credit Card,1,15524,1577
ORD01063,2024-02-14 06:00:00,Aarav,Rajasthan,Chennai,Electronics,Laptop,Credit Card,2,14994,1739
ORD01064,2024-02-14 07:00:00,Vikram,Telangana,Hyderabad,Furniture,Laptop,UPI,2,11946,693
ORD01065,2024-02-14 08:00:00,Madhav,Gujarat,Surat,Clothing,Laptop,EMI,3,12075,4887
ORD01066,2024-02-14 09:00:00,Kiran,Karnataka,Surat,Home Decor,Mobiles,Wallet,5,343,3644
ORD01067,2024-02-14 10:00:00,Harivansh,Rajasthan,Ahmedabad,Accessories,Saree,Credit Card,3,7832,319
ORD01068,2024-02-14 11:00:00,Priya,Telangana,Jaipur,Accessories,Bookcases,Credit Card,3,5684,1821
ORD01069,2024-02-14 12:00:00,Harivansh,Rajasthan,Chennai,Furniture,Mobiles,UPI,1,5915,2662
ORD01070,2024-02-14 13:00:00,Shiva,Gujarat,Jaipur,Electronics,Laptop,Debit Card,3,3295,2229
ORD01071,2024-02-14 14:00:00,Sneha,Rajasthan,Pune,Electronics,Laptop,Credit Card,3,13408,4194
ORD01072,2024-02-14 15:00:00,Harivansh,Telangana,Nagpur,Electronics,Shirts,COD,5,14707,395
ORD01073,2024-02-14 16:00:00,Shiva,Tamil Nadu,Indore,Accessories,Earphones,Wallet,5,11859,1967
ORD01074,2024-02-14 17:00:00,Aarav,Telangana,Indore,Electronics,Earphones,Wallet,5,19968,2961
ORD01075,2024-02-14 18:00:00,Aarav,Maharashtra,Surat,Accessories,Shirts,EMI,3,10834,1614
ORD01076,2024-02-14 19:00:00,Rohit,Gujarat,Mumbai,Furniture,Watch,Credit Card,5,4641,544
ORD01077,2024-02-14 20:00:00,Harivansh,Tamil Nadu,Bengaluru,Clothing,Shirts,UPI,5,10131,4225
ORD01078,2024-02-14 21:00:00,Priya,Maharashtra,Indore,Home Decor,Earphones,COD,4,916,2901
ORD01079,2024-02-14 22:00:00,Harivansh,Gujarat,Hyderabad,Furniture,Laptop,UPI,4,539,3497
ORD01080,2024-02-14 23:00:00,Priya,Tamil Nadu,Chennai,Accessories,Accessories,Credit Card,2,6352,780
ORD01081,2024-02-15 00:00:00,Madan Mohan,Rajasthan,Hyderabad,Furniture,Earphones,COD,1,6754,1150
ORD01082,2024-02-15 01:00:00,Rohit,Tamil Nadu,Hyderabad,Home Decor,Saree,EMI,1,10348,3882
ORD01083,2024-02-15 02:00:00,Madan Mohan,Telangana,Indore,Clothing,Accessories,EMI,5,9414,3468
ORD01084,2024-02-15 03:00:00,Harivansh,Maharashtra,Mumbai,Home Decor,Mobiles,EMI,2,18588,3433
ORD01085,2024-02-15 04:00:00,Rohit,Rajasthan,Nagpur,Accessories,Earphones,Debit Card,2,17496,56
ORD01086,2024-02-15 05:00:00,Madan Mohan,Telangana,Bhopal,Home Decor,Bookcases,UPI,4,5299,445
ORD01087,2024-02-15 06:00:00,Madhav,Gujarat,Jaipur,Furniture,Sofa,Credit Card,2,2030,4388
ORD01088,2024-02-15 07:00:00,Harivansh,Tamil Nadu,Ahmedabad,Electronics,Sofa,COD,3,3724,968
ORD01089,2024-02-15 08:00:00,Madan Mohan,Telangana,Ahmedabad,Furniture,Saree,Wallet,5,6362,96
ORD01090,2024-02-15 09:00:00,Madhav,Rajasthan,Ahmedabad,Accessories,Cushion,Wallet,3,2507,881
ORD01091,2024-02-15 10:00:00,Madhav,Maharashtra,Hyderabad,Clothing,Sofa,UPI,1,13331,204
ORD01092,2024-02-15 11:00:00,Aarav,Maharashtra,Mumbai,Home Decor,Saree,Credit Card,4,14167,920
ORD01093,2024-02-15 12:00:00,Harivansh,Tamil Nadu,Chennai,Clothing,Cushion,Debit Card,3,3668,2583
ORD01094,2024-02-15 13:00:00,Madhav,Telangana,Ahmedabad,Accessories,Mobiles,Credit Card,5,2527,2139
ORD01095,2024-02-15 14:00:00,Aarav,Rajasthan,Surat,Home Decor,Cushion,UPI,3,16054,2974
ORD01096,2024-02-15 15:00:00,Madan Mohan,Madhya Pradesh,Pune,Furniture,Bookcases,Credit Card,3,10752,2419
ORD01097,2024-02-15 16:00:00,Shiva,Gujarat,Hyderabad,Furniture,Earphones,Wallet,2,13117,1038
ORD01098,2024-02-15 17:00:00,Harivansh,Gujarat,Mumbai,Accessories,Sofa,Wallet,4,14006,732
ORD01099,2024-02-15 18:00:00,Rohit,Rajasthan,Mumbai,Home Decor,Laptop,COD,1,14662,4926
ORD01100,2024-02-15 19:00:00,Priya,Madhya Pradesh,Chennai,Furniture,Shirts,Debit Card,5,13526,-969
ORD01101,2024-02-15 20:00:00,Priya,Maharashtra,Jaipur,Accessories,Earphones,Wallet,5,11409,968
ORD01102,2024-02-15 21:00:00,Madan Mohan,Tamil Nadu,Ahmedabad,Accessories,Mobiles,COD,1,12012,1974
ORD01103,2024-02-15 22:00:00,Vikram,Karnataka,Jodhpur,Clothing,Mobiles,Debit Card,5,18504,2330
ORD01104,2024-02-15 23:00:00,Vikram,Karnataka,Bhopal,Furniture,Saree,Wallet,2,488,2568
ORD01105,2024-02-16 00:00:00,Madan Mohan,Tamil Nadu,Hyderabad,Home Decor,Watch,Debit Card,3,9714,1925
ORD01106,2024-02-16 01:00:00,Madhav,Rajasthan,Pune,Furniture,Cushion,Credit Card,2,5521,1222
ORD01107,2024-02-16 02:00:00,Harivansh,Madhya Pradesh,Mumbai,Furniture,Cushion,COD,2,8970,2438
ORD01108,2024-02-16 03:00:00,Priya,Madhya Pradesh,Pune,Furniture,Saree,Debit Card,2,7046,-986
ORD01109,2024-02-16 04:00:00,Priya,Gujarat,Mumbai,Accessories,Shirts,Debit Card,1,14631,2122
ORD01110,2024-02-16 05:00:00,Madhav,Maharashtra,Nagpur,Electronics,Laptop,Credit Card,4,11554,-894
ORD01111,2024-02-16 06:00:00,Priya,Telangana,Jaipur,Electronics,Mobiles,Wallet,1,10517,2793
ORD01112,2024-02-16 07:00:00,Rohit,Madhya Pradesh,Surat,Clothing,Earphones,Wallet,1,15883,3564
ORD01113,2024-02-16 08:00:00,Harivansh,Tamil Nadu,Nagpur,Furniture,Shirts,UPI,2,4912,-799
ORD01114,2024-02-16 09:00:00,Sneha,Telangana,Bengaluru,Electronics,Laptop,UPI,4,18572,794
ORD01115,2024-02-16 10:00:00,Priya,Karnataka,Ahmedabad,Clothing,Watch,Wallet,1,1850,408
ORD01116,2024-02-16 11:00:00,Madan Mohan,Telangana,Bengaluru,Accessories,Earphones,EMI,4,16100,-84
ORD01117,2024-02-16 12:00:00,Rohit,Maharashtra,Bhopal,Furniture,Saree,EMI,2,14865,3431
ORD01118,2024-02-16 13:00:00,Priya,Tamil Nadu,Jodhpur,Home Decor,Earphones,Debit Card,1,5533,684
ORD01119,2024-02-16 14:00:00,Rohit,Maharashtra,Surat,Accessories,Bookcases,Wallet,4,11747,2166
ORD01120,2024-02-16 15:00:00,Aarav,Telangana,Nagpur,Clothing,Watch,UPI,5,14336,-936
ORD01121,2024-02-16 16:00:00,Sneha,Rajasthan,Pune,Accessories,Saree,Debit Card,1,11298,3648
ORD01122,2024-02-16 17:00:00,Kiran,Madhya Pradesh,Pune,Home Decor,Saree,COD,1,333,3319
